trial_id,response_id,game_id,kitchen_layout_id,trial_order,condition,question_type,prompt,slider_min_value,slider_max_value,slider_response,rt
7ef4885a-e6c8-4124-a6a4-f7b5413d4a15,4ed18805-3f4b-4a46-a351-61a392fd9b48,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_19,10,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,3130.100000023842
eb667e56-e98b-4e9d-90d9-1d05c1188a35,11901b5d-d50b-4513-94ee-f717874f3fb4,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_27,11,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,82,6863.600000023842
f6f3d162-f411-4e75-bd1e-1b3a8f88d4c8,d1638706-8f9c-4fea-acca-ce0a4c6f4b31,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_32,12,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,87,4563.600000023842
5550af48-f898-42d8-8783-71625398dc4b,14d71edb-8103-450b-a427-e14db258e0fd,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_22,13,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,4,4630.799999952316
f9775f6c-dffd-4854-997d-451cf1b8a1fd,f5c41ce9-a1b4-4211-a405-68132e3a3d25,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_20,14,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,8,4178.199999928474
dd0992d7-b442-460e-9a64-56c2f9d4e537,c1775cf5-22f3-4064-9a49-9fbf6c53029c,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_24,15,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,88,10565.700000047684
058e1ecb-d2f4-4088-bdc9-95b88328d6d6,c37549e4-20e8-4685-a3ed-9715656486fc,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_31,16,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,92,3212.399999976158
dcccfb21-4b94-48f9-b94e-4cf0c37358a6,3b69d7b1-2a20-4562-976d-ca2f0b0ffe05,2967-4c4c3772-73ee-458a-8fee-aff52aa018e0,trial_36,17,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,96,7332.0
1e526d4c-77ba-40c0-aa7a-e7f239d8d2a4,58075a88-9879-456b-8060-d400c755c31e,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_24,0,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,31,7726.0
85d78499-b093-42ea-9397-6dea46754fc4,6d74ac58-30e4-4709-b373-49f563afe265,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_33,1,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,30,6238.0
39503ee6-0fb4-4771-ab2c-9357512d4e05,de94a671-0ab2-4c80-a149-009889ee8c61,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_36,2,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,7061.0
2c0413a9-e866-4751-a9aa-993e600989f1,1952c2e6-ae13-4c09-8641-6c456b707cc6,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_32,3,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,74,5493.0
6fce2ece-ee96-480c-a3cb-473e56cbe27a,6d619864-ddea-440f-907b-c346fd963165,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_23,4,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,20,11280.0
cadd3ba5-20d2-4763-8bbe-cee73e179b13,ef53113c-d893-4b21-9eee-8af923ca7643,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_20,5,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,6,3019.0
0aff274c-36d4-4b88-a856-0a974b3dc131,d2fe2465-a87b-42c5-aa7a-d656ceb2a6e7,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_19,6,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,18,2361.0
8d674389-820a-4734-a852-c7c996bc4647,65f30810-2aec-48c9-ba08-4cbf3b275e6b,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_25,7,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,23,5673.0
e7a7a4a9-a4f9-45aa-99f2-467617d12551,0be6c244-372b-4de7-86c0-4f119c309bc4,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_29,8,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,78,3010.0
c1544934-83fb-4371-9af2-7810d8135189,e530cdec-24e8-42f1-a0b9-5d1006da5972,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_35,9,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,75,9353.0
5606c94c-3607-4d46-bd60-c99008a1f6fa,2053a0c0-c927-4c45-a893-86217a0d3d89,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_34,10,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,77,4640.0
03473da7-d2c6-4192-8d9b-0bffc8f76c62,655cb341-ab4f-426f-9f77-760a259ceff7,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_27,11,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,53,5165.0
a432cf06-0256-4e8f-9409-c010ed9394da,54595534-8e3e-4b1c-97ae-0a9cfb341392,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_30,12,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,70,7766.0
79717e6a-e8f2-4025-9f61-a5066abcf460,6f10096f-5510-4476-999d-b3c7de38ded2,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_22,13,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,32,5168.0
be0866db-e2ed-4833-aa1a-da3a9b7966a9,28bb6767-ea92-44e6-adc0-ed59980b49ff,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_31,14,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,87,3235.0
2e8164b5-cdbe-43f4-b49b-4cd5cafba4ce,e1a70fc5-6ba8-41a3-afd4-ef44a6de8828,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_21,15,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,21,6916.0
8152fd4c-34d9-482a-ba1d-08e69a1a7418,b8c4d4db-a341-4e7d-8c52-e95607b73c78,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_28,16,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,84,3208.0
194122ab-0d61-4e3f-b868-6a5b4c3f4879,42e30ddd-59e2-4819-b35b-3f733da0d17e,7406-6cfd4a18-6dcc-4347-865e-ad6e70c121b4,trial_26,17,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,28,5040.0
7992223a-989a-44b0-b62d-91bfe77a64c7,505f7f9c-7625-4fe0-aff6-3c2576230d2e,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_05,0,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,1,8889.0
bdc9de30-e5fa-4bd9-943f-9ee0111656ca,99a75234-af65-4826-aea0-e1482152096b,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_01,1,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,11117.0
d4bb883c-2447-4bdc-adb3-24ed45c617d6,239bc0dc-b9fd-4a3c-8149-32cb0f6e7f36,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_03,2,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,5471.0
02dbdc31-b313-4c60-8b26-0bd024a5c4a9,3f92949e-fb94-4b6b-8b94-dbc99e13d924,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_04,3,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,2920.0
d75ab718-1ce0-4fad-8678-1854055994ab,42b6ef83-86b9-492a-af88-83e0c68ff5c2,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_07,4,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,7629.0
41b3ffb8-9305-4abf-ac32-8c3e7c220288,a207e7c8-6706-41fb-b360-120aa00e4cff,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_15,5,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,8708.0
e97ff49b-db7b-44c6-8896-04e1cbe52934,8b092b51-83d3-4ddc-8fe4-fc4a27fb7e42,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_16,6,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,5197.0
bed47d4b-4af1-4534-81a9-e134e928fa2d,9d6cea04-5727-4228-bbdf-b157f891a0a3,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_10,7,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,2493.0
98bc7efe-8daa-466d-9fb4-939f7d3f3f32,df6e3b5c-49c6-4fd5-aa41-ad0dfdab915e,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_14,8,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,5673.0
0a3b619f-7e72-4a42-9f4c-6db09124ef56,c6dbf9c2-e93d-44c2-862e-635b35eeac28,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_12,9,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,13903.0
8d5fe2c7-4253-4db8-9372-d15763971bca,49968947-1991-44af-b28b-965bae88b1d9,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_09,10,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,19508.0
961411ed-8a89-4ae3-bdef-4e14b6f94ff7,567cb0c1-77f0-4b24-8314-1918907dcc6a,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_08,11,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,5960.0
b6d63209-8603-43dc-b64d-37db49ded7e7,4c079f84-43a2-4ef0-943d-870e72b2b986,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_13,12,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,5310.0
71cd1a70-d207-4369-81f2-63f5bb0463d7,5c7b1d42-4eff-47c0-bf1c-da804ed1510d,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_18,13,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,4913.0
6c384b84-6b03-46e2-ab57-a06c167349d0,0c0e5518-b44a-4535-a33a-11807d9ef009,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_02,14,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,56,13352.0
31f9aa25-4c31-424d-a954-8cd3421d401a,2965d9e3-7a08-484e-bdbd-d7c7c9638fc9,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_11,15,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,14,3742.0
bb7f4177-da82-4fec-8681-685578b67e43,6a917adb-72ea-4a32-84e7-476c02da3b2a,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_06,16,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,36,6475.0
f9093dd1-649d-4c5b-8f9b-c0d77ba175ff,6314999c-9728-4539-84f0-9771ee403e65,9143-7dd9db63-f21d-4d07-86ed-32048bd74378,trial_17,17,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,4149.0
76820662-a3d8-4f22-88ab-a4a1e262ce24,ed161033-1cd2-4151-9381-61d49e0aa0f5,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_28,0,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,21,15103.5
56533b52-709c-48e3-9777-2eb097ed9934,d2ae2e08-a78b-4a56-b228-58ece58f9e0c,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_26,1,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,16,21860.70000000298
d4f2719b-92ba-455a-8c5a-5ef6092eff49,bf517f15-0968-4c25-8b27-6c42f05aa021,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_34,2,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,49,9389.5
af4963a1-620a-4f16-b46b-549782dd85aa,477fceca-42c2-4b7e-a705-fd906b234489,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_25,3,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,19,6978.5
573cde3e-643a-4a3b-bcfd-3ca20ba4fc37,bd74d1b5-522f-412c-b668-4c554101cf54,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_23,4,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,15,5618.20000000298
d43c3de8-b7ba-48c1-826b-b0eb333f068e,ecfaec5d-16c1-47a1-9873-21ce7214ffa9,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_24,5,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,73,14584.80000001192
2cac25b0-84c6-4a02-8e01-c959c17e9537,a27355c6-4929-412a-b1db-f22b6b8d74ff,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_33,6,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,92,8662.5
10f68541-1043-4c1e-a8a9-1d1c1536537e,12e18ff5-6050-45a6-810a-dae931de5a29,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_35,7,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,10116.90000000596
c563aec6-7500-4050-bed4-4ebdd119a927,9ed8701a-51dd-4798-94c7-080496fc3032,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_30,8,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,48,18177.0
1c3c6ccb-30be-491a-b54e-6bd5889a96e4,dc5465c9-4b7f-4034-ae9a-2a0ba2ec1425,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_19,9,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,8349.10000000894
cd8b3f62-bf83-453d-8f8c-90b23df2e490,d6176d4f-0f67-451d-a219-f99743c44eef,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_29,10,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,98,8340.5
a861d963-40d5-4262-bfdd-60d5ed58ea7f,8e94ce67-8b2c-4ccf-9ba8-9153f6e7f5cc,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_32,11,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,6386.0
e0a11816-7ccc-4a64-8ab1-a12f9d3dd61c,af97c2ed-5c38-46bb-9db7-0cf794bb491f,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_22,12,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,7875.29999999702
cde52e0f-28ee-41ac-bd7f-7a4099a755bd,277fce77-c0fc-4493-911d-6244bc9b2069,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_36,13,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,5922.600000008941
bb8d11b0-f5d9-4030-ae42-11741b1a706b,038bcf72-ceda-4437-b0da-a79c850c08fb,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_20,14,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,5918.70000000298
8ef14ef7-1dd1-4df2-a1e4-63bf7e902cfe,f6becc22-447a-4cc5-8053-273337bb2662,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_21,15,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,3153.79999999702
fd6c1703-5adb-4327-a1f4-be564a634b23,b3b91f8d-e6c5-4c66-9501-1acd237774dc,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_31,16,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,79,6452.600000008941
7f8fe294-1edf-4365-ac75-d4cc541f694b,61f67bd5-338b-4254-a9ee-2c396e4f3385,6927-cfa9f585-6d96-4515-bb47-b556fed219fe,trial_27,17,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,50,9074.89999999106
0f4d61c2-9416-4466-ad64-c799bd3169a8,0d805f6e-815e-4286-a2a5-ecee6337d48f,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_21,0,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,10303.100000023842
5a7e64dc-c257-4c94-89b7-cc3d1d45151d,372f828d-990f-4313-9de6-2edaab36304e,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_26,1,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,12041.899999976158
1c95d1ea-cfb9-4159-b577-68ae4253f8d1,1e62ea6f-e3c5-40ab-8afc-01f7f57277f6,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_32,2,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,14116.699999928474
fdb4b9eb-a7db-4d99-a34f-3314ee6bcff7,a2f1fc67-d123-4e9a-b4f4-4ae04fd71a97,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_35,3,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,12233.5
e7efed50-4c9d-4af1-8cec-4128e8c06b24,b14274a5-b2df-40ad-b267-2fbf1e641585,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_33,4,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,8983.800000071526
75d886a7-a95e-44df-9612-d86807428e82,eb4bdda6-ac41-4c38-836c-b9782627087c,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_30,5,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,13238.600000023842
1a49a676-f785-4db3-9abe-03a3f517a5e7,2166bfca-47cc-4e47-9da7-16bde1ae7879,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_24,6,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,11066.0
666c30d5-9940-4789-ba4b-d2cf91fc65e2,79b0b828-d005-4728-8f17-c7a2837a920e,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_31,7,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,6738.100000023842
5929640f-6e82-4f10-88a0-86233830b544,35c5c9b4-0949-4070-8349-cca577d3d21d,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_25,8,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,7601.300000071526
c305efa3-e1b6-446f-a1b9-fa123f04197b,233ab744-5847-45e6-bed8-c351eec1ebfa,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_34,9,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,9345.599999904633
b48066c4-4e5d-4433-9542-74e7a020a0b3,deac1b2a-c880-4c60-aaa2-196b1dbde9a2,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_23,10,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,11780.399999976158
940a7e09-5a34-42fe-90c1-55acd30af10d,f8b60a11-7e8a-4653-868b-1c118e8c137f,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_36,11,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,9488.899999976158
6c70099b-1a6a-4863-9024-1cece974c0fc,8086feb9-0b51-4fca-92f0-135ad93c690b,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_28,12,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,15558.399999976158
5d431428-cedb-457f-a0e2-49a75feef283,f155e797-c836-421a-9cf0-6e3737a06f09,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_22,13,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,7173.799999952316
6ab3e3fb-af76-425a-b4de-79b2d9719286,e322b6a3-4d0b-4968-90c3-eaf744c0b34f,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_20,14,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,5943.199999928474
b291aec6-f9fd-4dfb-b23b-8823ba62b0d3,bfae5eb6-dfa9-4371-aac5-670e95af20a8,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_27,15,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,100,6669.100000023842
a60709f4-3e43-4572-9c3d-ccbd4a7ac7a2,40e27566-2810-4536-a006-786c1868d9fd,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_29,16,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,6849.800000071526
dfda587b-565c-40f9-bb60-5c2a966dca6f,d2deae17-a94a-47bb-800a-c3ac15020680,8263-e62590ce-8dfe-4fc2-b21e-79081b2cf116,trial_19,17,dish,intent_recipe,Which dish was this kitchen made for?,tomato,onion,0,5443.5
cad89c62-829b-489c-bb5e-55e78ca4839b,f7f7f2ac-2baf-4b27-91e9-f435c92cd017,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_08,0,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,4,10398.400000002235
c2aaf0f8-2c8a-49b8-9f5f-4496eb016ec6,9827f351-a907-456d-83d1-481f475f809c,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_07,1,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,0,8178.699999999255
60437d47-8b22-4926-97ae-afe03579a205,45481f8f-1fb3-4782-9189-1f5ab96df409,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_17,2,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,99,6498.60000000149
cc646f98-f73e-421e-a8b1-fafc0eeeb4f2,f80c1cdb-a9ac-4c58-884e-93e3b6f7b0ed,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_14,3,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,94,4576.199999999255
2b943a2c-335c-4304-a43e-084ca7ac435c,94d388d0-5f0d-4dbd-bf82-d43928616193,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_15,4,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,3,4626.699999999255
75ea6f51-1083-4951-8a31-7fa2756afbb5,bed7eeb9-0a0e-4af8-af20-850021f4b255,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_06,5,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,91,5815.0
0c423c9e-3ee6-4dea-a019-74ab1c14d9a5,e6b4b6d6-3355-4306-894c-048314445c0a,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_13,6,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,96,6858.60000000149
2de2bfcf-02e6-4a47-b252-42fd7780bcd3,0dde2d92-ae70-4130-893d-017b62983cbb,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_11,7,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,4670.79999999702
e93f205c-111e-42ae-a75e-c894ae7d1616,5fed9ae7-1086-404f-97a7-7bc163a0d928,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_01,8,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,98,3472.099999997765
3ff5422e-0556-4758-84dc-1c3b54e031a9,00d108b4-0d97-49b4-88ad-15bae0ea23f4,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_04,9,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,3799.699999999255
fb7a1a8b-e1ce-4ce2-aa55-a82e2c0147a6,e7d8c6bd-9d04-4cf7-8a12-975d75de57c4,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_18,10,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,94,3238.699999999255
f92c1942-c605-4ff1-839a-dc57b31f7bcd,c9bdf87a-7af0-47fe-8754-ec72a6d4e732,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_16,11,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,99,4096.5
9c90e000-19cf-4d2a-b08c-24d48759002b,349d413c-0b7f-452d-bacf-c793cbfb1f45,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_05,12,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,99,6382.099999997765
07a0d7a0-c131-44b9-bd07-80c5d315a2e4,e67b515c-979c-43ee-a1e1-1ab027388539,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_02,13,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,3144.5
0b71dac6-385a-4f92-b38b-4917ceec1a6e,1e9fd180-9388-42cb-9d0c-8874e2d91811,0672-da6608c6-dc41-4e2b-a382-010513b2413b,trial_03,14,cooks,intent_agents,How many cooks was this kitchen made for?,one cook,two cooks,100,3079.900000002235
