game_id,project,experiment,iteration,dev_mode,condition,randomization,prolific_id,browser,browser_width,browser_height,is_mobile_device,start_experiment_ts,end_experiment_ts,experiment_duration_ms,comprehension_attempts,design_trial_order,age,gender,race,ethnicity,judged_difficulty,judged_effort,input_device,feedback,technical_difficulties
1756-755d7b70-b67f-4177-97bb-0a4a0f461ff2,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,6746c680672c3ab45f25efb7,chrome,1536.0,730.0,False,1768350718302.0,1768351670775.0,952473.0,0.0,"[""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL""]",46,Female,White,Non-Hispanic,1,5,Mouse,how close the plate was to the STAR tile and how close the tomato or onion was to the cutting board ,no issues
1873-27bdc410-9503-434a-a67b-138285c495d7,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,664e835c732628231a08fff5,chrome,1366.0,599.0,False,1768346541257.0,1768347248540.0,707283.0,0.0,"[""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL""]",31,Female,White,Non-Hispanic,3,5,Trackpad,how easy it was to get to the ingred. needed,
1899-3a8ebf71-f1e0-4e09-8f4f-22eac361a9b9,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,63cee08c60670525b4f43946,chrome,1536.0,695.0,False,1768354039051.0,1768354601543.0,562492.0,0.0,"[""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL""]",35,Female,White,Non-Hispanic,2,5,Mouse,What would keep the ingredients needed close together,none
1902-e1291244-df15-4dcc-a31f-16d4729c1784,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,5848ad3bdb871400012da095,chrome,1280.0,551.0,False,1768348075748.0,1768348686176.0,610428.0,2.0,"[""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL""]",35,Female,White,Non-Hispanic,1,5,Mouse,"I would try to ""block"" the tomato or onion depending on the salad. Or i would put the desired veg closer to the plate or star/end",none
1926-6d3c4c04-eb28-4aea-8af1-691b8e4b1dc9,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,67ddd4f85ab870ffd90cc888,chrome,1382.0,622.0,False,1768347262645.0,1768347973981.0,711336.0,0.0,"[""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL""]",51,Male,White,Non-Hispanic,2,5,Mouse,I considered helping the chef make dish with few steps. It was an exciting experience., No
2018-f2bb3958-5ba8-4d42-9cc4-4c7dca158111,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,5e76d2652d882b2481d65066,chrome,1463.0,735.0,False,1768356018400.0,1768356664723.0,646323.0,0.0,"[""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL""]",26,Female,Asian,Non-Hispanic,1,5,Trackpad,Fun game!,
2061-bb1fd09a-f899-4e49-92bd-c42c635f6ebe,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,57363f5214f69e000d7673c4,edge-chromium,1528.0,939.0,False,1768355510196.0,1768356173494.0,663298.0,0.0,"[""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad""]",30,Female,White,Non-Hispanic,3,4,Trackpad,I wanted to try to keep tasks close together,N/a
2080-a43a4f94-426b-4e23-9550-4a17161881c0,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,666b2c85f61d65183f96d954,chrome,1536.0,730.0,False,1768353915569.0,1768355113605.0,1198036.0,0.0,"[""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL""]",53,Female,White,Non-Hispanic,1,5,Mouse,"I tried to put the ingredients near each closer and close to the knife, plate, and delivery area.",
2153-50eed520-a682-4ed2-88ba-e27e73919f61,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,5bacb6b9f2d97e0001c52a63,chrome,1536.0,663.0,False,1768356047100.0,1768356961592.0,914492.0,0.0,"[""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad""]",52,Male,White,Non-Hispanic,3,5,Trackpad,"Keeping the ingredients close to the chopping block and plate, leaving unobstructed paths",
2302-d8960aed-42d5-4757-ae37-fc967ec6e6a4,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,5c55b95b91c0ad0001cf86ab,chrome,1408.0,1299.0,False,1768354640029.0,1768355778096.0,1138067.0,0.0,"[""923da982-5016-4456-980f-fe08463be1e4_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL""]",50,Male,White,Non-Hispanic,3,4,Mouse,I tried to make the paths to the correct ingredients as direct and obvious as possible.,
2373-260842b0-2530-4333-a1d6-ac4b58b599f8,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,63852fbf95d78ba25b99005e,chrome,1280.0,665.0,False,1768354790130.0,1768355840871.0,1050741.0,0.0,"[""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad""]",58,Female,White,Non-Hispanic,3,4,Trackpad,creating direct pathways to all necessary places.,n/a
2382-b10a8b7b-bf21-47de-be06-cda1ffb79172,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,5a98b9554eecca0001dd722f,chrome,1920.0,911.0,False,1768354871084.0,1768355878855.0,1007771.0,0.0,"[""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad""]",41,Female,Black/African American,Non-Hispanic,1,5,Trackpad,How many steps would be needed to navigate to get the most done in the least amount of steps with the furniture placement.,no
2499-8d68d1cf-3bfc-478c-9e4d-510b116e2f9d,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,65710e98c918d330844241d4,chrome,1920.0,957.0,False,1768356017725.0,1768356980512.0,962787.0,0.0,"[""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL""]",48,Female,Black/African American,Non-Hispanic,2,5,Mouse,I tried to factor in the shortest amount of steps and clear space when trying to access the ingredients.,
